,Employee_ID,Employee_Name,Age,Gender, MaritalStatus,Hire Date,Department,Position,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,Annual_Income,RelationshipSatisfaction,Working_hrs_perday,TotalWorkingYearsexperience,TrainingTimeinmonths,WorkLifeBalance,Behaviourial_Competence,OntimeDelivery,TicketSolvingManagements,Project_evlaution,Working_from_home,Psycho-social_indicators,overtime,PercentSalaryHike,Netconnectivity,PerformanceRating
783,1783,Dale Espinoza,44,male,Divorsed,11-03-2018,Human Resources,Human Resources,Technical Degree,Low,Very_High,5,Very_High,12,Medium,8,8,4,Better,Verygood,Outstanding,satistfactory,9,No,Excellent,1,10,Poor,Outstanding
784,1784,Sabrina Wilson,52,Female,Married,01-06-1994,Sales,Sales Executive,Other,Low,Medium,3,Very_High,20,Very_High,10,12,1,Better,good,Good,good,5,Yes,Excellent,1,9,Good,good
785,1785,Kaitlyn Boyd,42,Female,Married,25-05-1999,Sales,Manager,Marketing,Low,High,1,Very_High,25,Low,8,22,2,Bad,poor,Good,good,10,Yes,low,1,16,Good,good
786,1786,Lucas Campbell,45,Female,Married,26-10-2007,Sales,Sales Executive,Marketing,Medium,High,5,Very_High,6,High,8,3,2,Good,Satisfactory,Satisfactory,fair,10,Yes,low,0,8,Good,low
787,1787,Mary Bell,53,male,Married,08-12-2007,Sales,Sales Representative,Marketing,Low,Medium,3,Low,20,High,10,13,5,Better,good,Excellent,good,11,Yes,good,1,8,Good,Excellent
788,1788,Victoria Forbes,39,male,Single,07-11-2009,Human Resources,Human Resources,Human Resources,High,Very_High,2,High,20,Low,8,14,2,Best,poor,Good,good,7,No,good,1,6,Poor,good
789,1789,Christopher James,37,Female,Married,27-11-2006,Sales,Sales Executive,Medical,High,High,5,Low,22,High,8,17,2,Better,Satisfactory,Excellent,good,13,No,good,1,8,Poor,Excellent
790,1790,Christopher Brown,38,male,Single,19-11-2015,Sales,Sales Executive,Marketing,Medium,Medium,4,High,12,Very_High,9,10,5,Bad,Verygood,Satisfactory,good,8,No,Excellent,1,14,Poor,low
791,1791,William Carpenter,28,male,Married,07-02-2002,Development,Developer,Life Sciences,Very_High,Very_High,4,Very_High,20,Very_High,8,13,6,Better,poor,Excellent,poor,11,No,Excellent,1,8,Poor,Excellent
792,1792,Elizabeth Black,53,male,Married,15-06-2015,Development,Developer,Life Sciences,High,High,1,Very_High,12,High,9,8,1,Better,Excellent,Outstanding,Excellent,8,No,Excellent,1,3,Poor,Outstanding
793,1793,Calvin Foster,46,male,Married,15-03-2006,Sales,Sales Executive,Marketing,Very_High,Very_High,4,Very_High,25,High,9,22,2,Bad,good,Good,good,6,No,Outstanding,1,5,Poor,good
794,1794,Kevin Patterson,43,male,Single,09-10-2010,Development,Developer,Life Sciences,Medium,Medium,4,Medium,6,Low,10,1,1,Good,poor,Outstanding,satistfactory,14,No,good,1,14,Poor,Outstanding
795,1795,Oscar Sutton,57,male,Married,11-06-2001,Sales,Sales Executive,Other,Very_High,Very_High,5,Medium,22,Very_High,8,16,1,Better,poor,Outstanding,Excellent,12,No,Excellent,1,6,Poor,Outstanding
796,1796,William Bush,47,male,Married,18-10-2020,Development,Developer,Life Sciences,High,Low,4,Low,6,High,9,1,2,Better,poor,Satisfactory,fair,14,Yes,low,0,8,Good,low
797,1797,Angela Wolf,59,male,Married,19-01-2013,Sales,Sales Representative,Marketing,Low,High,3,Low,6,High,10,2,1,Best,good,Outstanding,satistfactory,8,Yes,Outstanding,0,13,Good,Outstanding
798,1798,Claire Burgess,38,male,Married,30-01-2004,Sales,Sales Executive,Other,Low,High,3,Medium,6,High,8,5,6,Better,Verygood,Excellent,Excellent,9,Yes,Outstanding,0,6,Good,Excellent
799,1799,Rhonda Espinoza,21,Female,Divorsed,11-10-2019,Sales,Sales Executive,Medical,High,Low,2,Low,25,Low,10,25,6,Best,In-adequate,Satisfactory,Excellent,11,No,good,1,7,Poor,low
800,1800,Anna Garcia DVM,33,male,Married,21-05-1994,Development,Developer,Life Sciences,Low,Low,5,Very_High,25,Medium,10,24,1,Good,poor,Satisfactory,good,4,No,Excellent,0,10,Poor,low
801,1801,Luke Gibson,27,male,Divorsed,03-12-2021,Development,Developer,Life Sciences,Very_High,Low,1,Very_High,22,High,8,19,4,Bad,In-adequate,Good,poor,11,Yes,Excellent,0,1,Good,good
802,1802,Audrey Ballard,59,Female,Married,25-03-2012,Sales,Sales Executive,Marketing,Medium,Very_High,2,Very_High,22,High,10,16,2,Best,poor,Satisfactory,fair,13,No,low,1,16,Poor,low
803,1803,Russell King,52,male,Divorsed,27-03-2007,Human Resources,Manager,Medical,Low,High,1,Low,25,High,10,23,4,Bad,poor,Excellent,fair,5,No,good,0,4,Poor,Excellent
804,1804,Tami Peterson,53,Female,Single,04-12-2000,Sales,Sales Representative,Medical,High,Low,1,High,20,Very_High,8,12,1,Best,Verygood,Outstanding,good,11,Yes,good,0,3,Good,Outstanding
805,1805,Brian Rodriguez,30,male,Single,06-07-2002,Sales,Sales Executive,Medical,Medium,High,4,Low,25,Low,9,24,5,Bad,In-adequate,Excellent,good,4,No,low,0,16,Poor,Excellent
806,1806,Audrey Townsend,51,Female,Single,14-07-2014,Sales,Sales Executive,Medical,Very_High,Medium,1,High,20,Low,9,12,5,Better,In-adequate,Outstanding,good,10,No,Outstanding,1,16,Poor,Outstanding
807,1807,Christine Hoover,41,male,Single,18-10-2021,Sales,Sales Executive,Marketing,Medium,Very_High,5,High,12,High,8,6,3,Bad,good,Satisfactory,satistfactory,10,No,low,1,3,Poor,low
808,1808,Paul Jensen,29,male,Divorsed,19-05-2018,Development,Developer,Life Sciences,Low,High,2,Medium,22,High,10,17,1,Better,good,Satisfactory,poor,4,Yes,Outstanding,1,4,Good,low
809,1809,Daniel Torres,50,Female,Married,01-10-2006,Sales,Sales Representative,Technical Degree,Medium,Low,4,Low,25,Medium,9,21,4,Bad,Excellent,Outstanding,fair,13,Yes,low,0,12,Good,Outstanding
810,1810,Jennifer Rodriguez,28,Female,Single,08-12-2001,Sales,Sales Representative,Marketing,High,Very_High,5,Medium,20,High,10,15,6,Good,Excellent,Excellent,fair,12,No,low,1,9,Poor,Excellent
811,1811,Amber Vance,50,Female,Divorsed,22-09-2004,Sales,Sales Representative,Technical Degree,Medium,Low,3,High,22,High,10,18,4,Best,Verygood,Good,good,7,Yes,Outstanding,0,9,Good,good
812,1812,Gregg Klein,34,male,Single,04-03-2022,Sales,Sales Executive,Medical,Very_High,High,1,Very_High,20,High,8,12,2,Better,poor,Satisfactory,Excellent,4,Yes,low,1,9,Good,low
813,1813,Jeffrey Franklin,57,Female,Married,04-06-2002,Human Resources,Human Resources,Medical,High,Very_High,2,High,20,High,10,15,4,Good,Excellent,Excellent,fair,8,Yes,good,0,9,Good,Excellent
814,1814,Amanda Collins,60,male,Married,24-05-2004,Development,Developer,Life Sciences,High,Very_High,1,Very_High,20,Very_High,8,12,1,Good,In-adequate,Outstanding,satistfactory,9,Yes,Outstanding,1,1,Good,Outstanding
815,1815,Jeremy Rivera,48,Female,Married,11-02-2007,Sales,Sales Executive,Marketing,Very_High,Very_High,5,Low,20,Medium,9,12,6,Best,In-adequate,Satisfactory,poor,12,Yes,Outstanding,1,7,Good,low
816,1816,Patricia Sanchez,30,Female,Single,14-01-2011,Sales,Sales Executive,Marketing,Low,Medium,3,High,20,Low,9,15,3,Good,good,Satisfactory,satistfactory,6,Yes,low,1,8,Good,low
817,1817,Mary Woodard,51,male,Married,21-04-1993,Sales,Sales Executive,Medical,Medium,Medium,4,Very_High,12,Medium,8,9,1,Bad,poor,Outstanding,fair,6,Yes,Excellent,1,6,Good,Outstanding
818,1818,Alexander Lynch MD,42,Female,Single,10-02-2015,Development,Developer,Life Sciences,Very_High,Medium,1,Low,12,Medium,10,7,6,Bad,Satisfactory,Good,poor,4,No,Excellent,0,15,Poor,good
819,1819,Destiny Kramer,39,Female,Married,04-07-1994,Sales,Sales Executive,Marketing,Low,High,1,Medium,22,Low,10,19,5,Good,poor,Outstanding,fair,4,Yes,Excellent,1,7,Good,Outstanding
820,1820,Jeanne Sutton,25,Female,Married,07-09-2020,Sales,Sales Executive,Marketing,High,Medium,3,Medium,6,Very_High,8,5,2,Better,poor,Satisfactory,fair,14,Yes,Outstanding,0,9,Good,low
821,1821,Jose Lynch,36,male,Single,12-10-1995,Development,Developer,Life Sciences,Low,Low,1,High,22,Low,9,18,6,Best,poor,Satisfactory,good,8,No,good,0,6,Poor,low
822,1822,Mary Chambers,27,Female,Single,03-02-2004,Human Resources,Manager,Human Resources,Medium,Low,1,High,12,Very_High,9,8,5,Good,poor,Excellent,poor,5,No,Excellent,0,10,Poor,Excellent
823,1823,Thomas Morales,48,male,Single,23-12-1996,Sales,Sales Executive,Marketing,Medium,Very_High,1,Very_High,25,Medium,9,24,5,Better,In-adequate,Outstanding,good,14,No,Excellent,1,2,Poor,Outstanding
824,1824,Deanna Benton,38,Female,Divorsed,24-06-2017,Sales,Sales Representative,Marketing,High,High,4,Medium,25,High,10,22,3,Better,Verygood,Good,good,5,No,low,1,11,Poor,good
825,1825,Tiffany Reid,50,Female,Divorsed,04-05-2018,Sales,Sales Executive,Medical,Very_High,High,2,Low,25,Very_High,8,23,2,Best,good,Good,fair,14,No,good,1,6,Poor,good
826,1826,Jade Torres,28,Female,Divorsed,06-02-2013,Sales,Sales Executive,Marketing,Medium,Low,4,Medium,22,High,8,18,1,Better,good,Satisfactory,Excellent,10,No,Outstanding,0,3,Poor,low
827,1827,Robert Bauer,55,male,Married,24-05-2001,Development,Developer,Life Sciences,Medium,High,5,Medium,6,High,8,5,6,Best,In-adequate,Excellent,poor,11,Yes,Excellent,1,9,Good,Excellent
828,1828,Dylan Blair,43,Female,Married,18-04-2008,Human Resources,Human Resources,Human Resources,High,High,2,Low,25,Low,9,21,5,Bad,Verygood,Good,Excellent,12,Yes,Outstanding,0,11,Good,good
829,1829,Joyce Bell,59,Female,Single,12-02-1997,Sales,Sales Representative,Marketing,Medium,Low,4,Low,12,Low,9,10,1,Bad,poor,Good,fair,4,Yes,Excellent,1,3,Good,good
830,1830,Gary Dudley,38,male,Married,06-10-2014,Sales,Manager,Marketing,Medium,High,2,Medium,12,High,9,6,3,Good,Satisfactory,Satisfactory,good,10,No,Excellent,0,13,Poor,low
831,1831,Jennifer Baker,40,male,Married,16-10-2005,Sales,Sales Executive,Medical,Low,Low,5,Medium,25,High,9,24,4,Better,In-adequate,Outstanding,good,11,No,good,1,7,Poor,Outstanding
832,1832,Gregory Ward,30,male,Divorsed,26-11-2000,Sales,Sales Representative,Technical Degree,Very_High,High,1,Very_High,6,Low,10,4,4,Best,Excellent,Satisfactory,poor,8,Yes,good,1,15,Good,low
833,1833,Sheryl Chandler,25,Female,Married,14-10-2000,Development,Developer,Life Sciences,Low,High,4,Low,12,High,8,9,5,Best,In-adequate,Satisfactory,fair,7,Yes,Outstanding,0,5,Good,low
834,1834,Jacqueline Bailey,51,male,Divorsed,04-07-2011,Sales,Sales Executive,Other,High,Very_High,5,Medium,25,Low,10,24,6,Bad,Verygood,Excellent,poor,14,Yes,low,1,8,Good,Excellent
835,1835,Don Jones,37,Female,Married,07-12-2000,Development,Developer,Life Sciences,High,Very_High,2,Medium,20,High,9,15,2,Best,Satisfactory,Good,poor,8,No,good,1,1,Poor,good
836,1836,Brittney Gomez,54,male,Married,15-04-2019,Sales,Sales Executive,Technical Degree,Very_High,Low,5,Medium,22,Very_High,10,19,3,Bad,good,Good,fair,6,Yes,Outstanding,0,10,Good,good
837,1837,Scott Bowen,59,male,Single,23-01-2012,Sales,Sales Executive,Marketing,Very_High,Very_High,3,Medium,6,High,10,3,1,Good,Satisfactory,Good,satistfactory,5,Yes,good,1,7,Good,good
838,1838,Richard Mckay,60,male,Single,06-10-2000,Development,Developer,Life Sciences,Low,Very_High,4,Low,12,Low,9,9,4,Better,Verygood,Satisfactory,poor,7,No,Outstanding,1,9,Poor,low
839,1839,Denise Cain,54,male,Married,22-02-1998,Development,Developer,Life Sciences,High,Low,2,High,12,High,8,10,3,Better,In-adequate,Excellent,Excellent,6,Yes,Excellent,0,14,Good,Excellent
840,1840,Randall Thompson,38,Female,Married,23-02-2021,Sales,Sales Executive,Marketing,Low,Medium,2,Very_High,6,Medium,10,1,2,Best,poor,Excellent,satistfactory,5,No,Excellent,0,15,Poor,Excellent
841,1841,Michael Williams,48,Female,Married,12-06-2005,Human Resources,Human Resources,Human Resources,Low,Medium,3,Very_High,25,Low,10,24,1,Bad,In-adequate,Good,Excellent,13,Yes,Excellent,1,7,Good,good
842,1842,John Taylor,59,male,Single,26-11-1994,Sales,Sales Executive,Marketing,High,Low,3,High,6,Very_High,10,3,4,Bad,In-adequate,Excellent,good,9,No,good,0,2,Poor,Excellent
843,1843,Douglas Hernandez,48,male,Married,25-02-2002,Sales,Sales Executive,Medical,Very_High,Very_High,1,Medium,6,High,10,1,5,Good,poor,Excellent,poor,7,No,low,1,16,Poor,Excellent
844,1844,Jessica Marquez,39,Female,Married,16-11-1997,Sales,Sales Executive,Marketing,Low,Medium,3,High,25,Medium,9,25,4,Bad,In-adequate,Good,satistfactory,13,Yes,low,1,9,Good,good
845,1845,Allison Burch DVM,21,male,Married,26-11-1996,Sales,Manager,Marketing,Low,High,3,Low,22,High,8,20,6,Bad,Satisfactory,Excellent,Excellent,4,No,Excellent,0,9,Poor,Excellent
846,1846,Kathy Richardson,43,Female,Divorsed,04-09-2018,Development,Developer,Life Sciences,Medium,Medium,5,High,22,Very_High,9,19,5,Good,good,Outstanding,Excellent,5,Yes,Outstanding,1,11,Good,Outstanding
847,1847,Christopher Jackson,55,Female,Married,23-09-2002,Sales,Sales Executive,Marketing,High,Very_High,3,Low,25,Medium,10,23,6,Good,Verygood,Outstanding,satistfactory,6,Yes,Outstanding,0,5,Good,Outstanding
848,1848,Rebecca Reed DDS,53,Female,Divorsed,28-03-2018,Sales,Sales Executive,Marketing,Medium,Very_High,3,High,12,Very_High,9,10,5,Best,good,Excellent,good,7,No,Outstanding,1,15,Poor,Excellent
849,1849,Erik Henry,41,male,Married,07-06-2013,Sales,Sales Executive,Marketing,High,High,3,High,20,Very_High,8,14,3,Good,Satisfactory,Good,satistfactory,10,No,Excellent,0,12,Poor,good
850,1850,Ashley West,26,male,Single,05-11-1996,Human Resources,Human Resources,Medical,High,Very_High,1,Very_High,6,High,9,2,3,Best,Verygood,Satisfactory,fair,9,Yes,Outstanding,0,8,Good,low
851,1851,Adam Bauer,23,Female,Married,06-09-2000,Development,Developer,Life Sciences,Very_High,High,1,Low,22,Low,8,19,4,Good,poor,Satisfactory,poor,5,No,good,1,6,Poor,low
852,1852,Brian Cunningham,21,Female,Divorsed,28-12-1997,Sales,Sales Executive,Other,High,Medium,1,Low,20,Very_High,10,13,6,Bad,Satisfactory,Good,good,10,No,low,0,10,Poor,good
853,1853,Megan Hampton,34,Female,Single,10-03-2001,Development,Developer,Life Sciences,Very_High,Very_High,1,Medium,20,Very_High,8,12,2,Better,Satisfactory,Outstanding,poor,13,Yes,low,1,16,Good,Outstanding
854,1854,Jamie Blackwell MD,38,Female,Married,07-03-2021,Sales,Sales Representative,Marketing,High,Low,1,Medium,6,Very_High,10,4,6,Better,In-adequate,Good,satistfactory,7,Yes,good,1,6,Good,good
855,1855,Jordan Martinez,37,Female,Married,05-12-2021,Sales,Sales Executive,Marketing,Very_High,Very_High,4,High,20,High,9,13,5,Good,In-adequate,Outstanding,poor,13,No,good,0,9,Poor,Outstanding
856,1856,Brenda Stewart,57,male,Married,07-07-2015,Sales,Sales Representative,Medical,Low,High,3,Low,22,Very_High,10,17,3,Good,poor,Satisfactory,satistfactory,13,No,good,1,16,Poor,low
857,1857,Donald Smith,25,Female,Married,15-03-2004,Sales,Sales Executive,Marketing,Medium,High,5,Medium,25,Very_High,8,24,3,Bad,poor,Satisfactory,satistfactory,13,Yes,Outstanding,0,9,Good,low
858,1858,David Adams,35,male,Married,30-09-2004,Sales,Sales Executive,Medical,Medium,Low,3,Very_High,12,High,8,10,2,Better,Excellent,Satisfactory,fair,5,No,Outstanding,1,1,Poor,low
859,1859,Cameron Pena,34,Female,Divorsed,16-06-2007,Development,Developer,Life Sciences,High,Medium,3,Low,6,High,10,2,3,Bad,In-adequate,Excellent,poor,13,Yes,Excellent,1,5,Good,Excellent
860,1860,Victoria Cunningham,29,male,Married,18-09-2021,Development,Developer,Human Resources,High,Medium,2,Very_High,25,Low,9,25,2,Good,Verygood,Good,good,11,Yes,low,0,3,Good,good
861,1861,Madeline Tanner,36,Female,Single,29-08-2017,Sales,Sales Representative,Medical,Low,High,1,Low,22,Very_High,9,18,3,Bad,poor,Satisfactory,poor,10,Yes,good,1,14,Good,low
862,1862,William Lopez,52,male,Divorsed,10-12-1996,Development,Developer,Life Sciences,Very_High,Low,5,Low,25,Low,8,22,2,Best,Satisfactory,Good,poor,8,No,low,1,4,Poor,good
863,1863,Cynthia Thompson,26,male,Married,16-04-1994,Sales,Sales Executive,Medical,Very_High,High,2,Low,22,High,9,19,3,Better,poor,Excellent,satistfactory,11,Yes,Outstanding,0,5,Good,Excellent
864,1864,Brian Hughes,29,Female,Married,23-03-2001,Development,Developer,Life Sciences,Low,High,5,Very_High,6,High,10,1,4,Best,Verygood,Outstanding,poor,10,Yes,good,0,5,Good,Outstanding
865,1865,Scott Sanford,52,Female,Divorsed,14-03-2006,Sales,Sales Executive,Marketing,Very_High,Medium,1,Very_High,20,High,8,15,1,Best,In-adequate,Good,poor,6,No,good,0,3,Poor,good
866,1866,Kelsey Clark,47,male,Single,19-06-1997,Sales,Sales Representative,Marketing,Medium,Medium,3,Very_High,25,Low,9,22,5,Bad,Verygood,Good,poor,9,No,low,1,6,Poor,good
867,1867,Julie Hammond,30,Female,Divorsed,12-06-2001,Sales,Sales Representative,Other,Low,Very_High,1,High,25,High,9,23,4,Best,Excellent,Satisfactory,poor,9,Yes,good,1,5,Good,low
868,1868,Amanda Grant,41,Female,Married,20-03-2005,Development,Developer,Life Sciences,High,Low,2,Low,25,High,8,24,5,Bad,poor,Good,Excellent,14,Yes,low,1,3,Good,good
869,1869,Cynthia Morton,22,Female,Married,22-05-2006,Development,Developer,Life Sciences,High,High,5,Very_High,6,Very_High,10,5,3,Best,good,Satisfactory,good,12,No,Excellent,1,12,Poor,low
870,1870,Trevor Leon,35,male,Single,02-01-2021,Sales,Sales Representative,Technical Degree,Medium,Low,1,Medium,22,Very_High,9,17,4,Best,In-adequate,Outstanding,poor,5,Yes,good,1,12,Good,Outstanding
871,1871,Gary Gordon,55,Female,Married,06-08-2006,Sales,Sales Executive,Medical,High,Low,1,Low,12,Very_High,9,7,4,Better,poor,Satisfactory,satistfactory,11,Yes,Excellent,1,16,Good,low
872,1872,Ray Calhoun,22,male,Single,22-08-2021,Sales,Manager,Medical,Medium,Low,3,Medium,25,High,9,22,3,Good,Satisfactory,Good,poor,7,No,low,1,9,Poor,good
873,1873,Valerie Powell,38,Female,Divorsed,19-11-2011,Sales,Sales Executive,Other,Low,Medium,1,Medium,6,Medium,10,2,3,Best,good,Excellent,poor,10,No,good,1,14,Poor,Excellent
874,1874,Andre Wells,39,Female,Single,07-01-2022,Development,Developer,Life Sciences,Medium,High,5,Medium,20,Medium,10,11,6,Best,Excellent,Excellent,poor,13,Yes,Outstanding,1,7,Good,Excellent
875,1875,Theresa Martinez,56,Female,Divorsed,10-03-1996,Development,Developer,Life Sciences,Low,Low,1,Very_High,6,Very_High,10,2,3,Best,Satisfactory,Outstanding,Excellent,7,Yes,Excellent,0,10,Good,Outstanding
876,1876,Edward Clark,48,Female,Married,06-09-2009,Development,Developer,Life Sciences,High,Medium,5,Low,20,Medium,10,13,6,Better,Excellent,Outstanding,poor,11,Yes,Excellent,1,15,Good,Outstanding
877,1877,Ronald Price,45,male,Married,04-07-2020,Sales,Sales Executive,Technical Degree,High,Low,3,Medium,25,Very_High,10,23,5,Best,Verygood,Good,poor,5,No,low,0,9,Poor,good
878,1878,Michael Parker,46,male,Single,31-08-2006,Development,Developer,Life Sciences,Medium,High,3,Low,20,Very_High,8,15,5,Good,Excellent,Good,good,14,Yes,Excellent,1,2,Good,good
879,1879,Michael Garcia,33,Female,Married,23-05-1997,Development,Developer,Life Sciences,Medium,Low,3,High,25,Low,8,25,6,Best,Satisfactory,Excellent,poor,4,Yes,low,0,9,Good,Excellent
880,1880,Elizabeth Hall,35,male,Married,29-04-1997,Research & Development,Senior Manager R&D,Medical,High,High,1,Medium,6,Low,10,4,5,Good,Satisfactory,Excellent,Excellent,4,Yes,Outstanding,1,1,Good,Excellent
881,1881,Bethany Weeks,57,Female,Single,30-11-2016,Research & Development,Laboratory Technician,Other,High,Very_High,2,Very_High,6,High,9,4,6,Better,Verygood,Outstanding,fair,13,No,Outstanding,0,11,Poor,Outstanding
882,1882,Jesus Charles,58,Female,Divorsed,12-05-2005,Development,Developer,Life Sciences,Low,Very_High,3,High,22,Medium,9,17,1,Best,Excellent,Satisfactory,good,13,No,Excellent,0,5,Poor,low
883,1883,Corey Chan,27,male,Married,23-10-2011,Development,Developer,Life Sciences,High,Medium,5,Very_High,22,High,8,18,6,Better,In-adequate,Outstanding,Excellent,7,No,Outstanding,1,6,Poor,Outstanding
884,1884,Russell Shaw,51,Female,Married,23-01-2017,Research & Development,Senior Manager R&D,Technical Degree,Medium,High,1,High,6,High,10,5,5,Good,Satisfactory,Good,Excellent,10,No,low,0,7,Poor,good
885,1885,Patrick Elliott,47,Female,Single,19-02-2018,Research & Development,Healthcare Representative,Medical,Very_High,High,2,High,12,Medium,20,9,3,Best,poor,Satisfactory,poor,11,No,good,0,9,Poor,low
886,1886,Paul Caldwell DDS,29,male,Single,28-07-2000,Development,Developer,Life Sciences,Very_High,Low,4,Low,25,Low,10,23,5,Better,Excellent,Outstanding,Excellent,7,No,Outstanding,0,8,Poor,Outstanding
887,1887,Emma Hart,22,male,Divorsed,13-03-2003,Research & Development,Senior Manager R&D,Medical,Very_High,Low,5,High,6,Very_High,9,4,6,Better,Verygood,Good,good,7,Yes,Outstanding,1,6,Good,good
888,1888,Daniel Werner,37,male,Single,16-09-2019,Development,Developer,Life Sciences,Very_High,Very_High,3,Medium,6,Very_High,9,5,3,Best,Excellent,Outstanding,fair,9,Yes,Outstanding,1,1,Good,Outstanding
889,1889,Courtney Carter,24,Female,Single,28-01-1993,Development,Developer,Life Sciences,Very_High,Low,3,High,12,Medium,9,6,5,Better,In-adequate,Excellent,satistfactory,7,Yes,good,1,1,Good,Excellent
890,1890,Jacqueline Hampton,54,Female,Married,13-07-1995,Development,Developer,Life Sciences,Low,Very_High,5,Medium,12,Low,8,6,1,Bad,Satisfactory,Good,satistfactory,8,Yes,Outstanding,1,9,Good,good
891,1891,Pamela Aguilar,24,male,Single,06-10-2002,Research & Development,Manufacturing Director,Medical,Low,Very_High,2,Medium,12,Low,9,7,5,Bad,Excellent,Outstanding,satistfactory,10,No,Outstanding,1,4,Poor,Outstanding
892,1892,Sarah Williams,27,Female,Single,15-10-2016,Development,Developer,Life Sciences,Low,Low,4,Medium,12,Very_High,9,8,3,Better,Excellent,Good,good,14,Yes,Outstanding,1,7,Good,good
893,1893,Richard Hart,58,Female,Single,04-04-2004,Development,Developer,Life Sciences,Low,Very_High,5,Low,20,Low,10,13,6,Bad,Verygood,Good,satistfactory,14,Yes,Outstanding,0,9,Good,good
894,1894,Cody Hernandez,24,male,Single,13-10-2011,Research & Development,Laboratory Technician,Other,Very_High,Very_High,5,Medium,22,High,8,18,3,Bad,poor,Outstanding,fair,14,No,good,0,13,Poor,Outstanding
895,1895,Linda Schwartz,41,Female,Married,16-03-1995,Sales,Manager,Marketing,Medium,Very_High,4,Very_High,25,Medium,10,25,6,Better,Excellent,Good,satistfactory,4,No,Outstanding,1,14,Poor,good
896,1896,Marie Powell,55,male,Divorsed,21-06-1996,Development,Developer,Life Sciences,High,Low,4,Very_High,20,Very_High,10,13,3,Bad,In-adequate,Good,poor,12,No,good,0,10,Poor,good
897,1897,Mr. Kurt Watson II,21,Female,Married,07-09-2009,Development,Developer,Life Sciences,High,Very_High,1,Very_High,12,High,9,6,3,Best,Satisfactory,Excellent,poor,6,No,low,0,1,Poor,Excellent
898,1898,Julie Johnson,30,male,Married,11-04-1999,Research & Development,Healthcare Representative,Medical,Very_High,Very_High,3,Medium,20,Very_High,9,12,2,Good,Excellent,Outstanding,good,11,Yes,good,1,14,Good,Outstanding
899,1899,Kevin Maddox,36,male,Married,19-06-2015,Development,Developer,Life Sciences,Very_High,Low,5,Medium,12,Medium,9,7,2,Good,Satisfactory,Outstanding,poor,14,No,Excellent,0,5,Poor,Outstanding
900,1900,Sarah Johnson,31,male,Single,29-03-2007,Development,Developer,Life Sciences,Medium,Medium,3,High,6,Medium,8,3,1,Bad,In-adequate,Excellent,poor,9,Yes,Outstanding,1,4,Good,Excellent
901,1901,Jillian Young,50,Female,Divorsed,18-01-1993,Sales,Sales Executive,Medical,Very_High,Low,2,High,25,Low,10,25,5,Best,In-adequate,Outstanding,satistfactory,7,Yes,low,1,12,Good,Outstanding
902,1902,Edward Murray,35,Female,Single,20-09-1995,Sales,Manager,Marketing,Very_High,Very_High,1,Very_High,20,Medium,10,12,6,Good,poor,Satisfactory,poor,7,Yes,Outstanding,0,12,Good,low
903,1903,Mark Graham,35,male,Single,25-09-2010,Sales,Sales Executive,Medical,Medium,Medium,1,High,22,High,8,19,3,Bad,Verygood,Excellent,poor,4,Yes,Excellent,1,4,Good,Excellent
904,1904,Robert Green,20,Female,Single,22-03-1995,Development,Developer,Life Sciences,Low,Low,2,High,22,Low,8,17,2,Good,Excellent,Satisfactory,fair,8,Yes,low,0,22,Good,low
905,1905,Edward Baker,22,Female,Divorsed,14-09-2018,Research & Development,Manufacturing Director,Medical,Low,Very_High,2,Very_High,25,Low,10,21,3,Better,good,Satisfactory,Excellent,10,Yes,low,0,10,Good,low
906,1906,Michael Russo,20,male,Married,26-02-2022,Development,Developer,Life Sciences,Low,Medium,5,Low,12,High,8,9,3,Best,Satisfactory,Outstanding,Excellent,12,Yes,good,0,3,Good,Outstanding
907,1907,Katherine Nunez,42,Female,Divorsed,02-12-2019,Development,Developer,Life Sciences,Medium,Very_High,2,Low,6,High,10,2,2,Bad,In-adequate,Good,fair,13,Yes,low,1,8,Good,good
908,1908,Chase Lewis,44,male,Married,02-06-2019,Research & Development,Senior Manager R&D,Medical,Very_High,Very_High,3,Low,6,Very_High,10,4,1,Best,In-adequate,Good,poor,13,No,low,0,14,Poor,good
909,1909,Angela Mejia,24,male,Divorsed,18-08-2012,Sales,Sales Executive,Marketing,Low,Very_High,3,High,6,High,9,3,5,Good,In-adequate,Excellent,fair,7,Yes,Excellent,0,9,Good,Excellent
910,1910,Cynthia Sweeney,30,male,Married,09-12-2021,Sales,Manager,Technical Degree,High,Very_High,2,Very_High,25,Low,8,25,4,Bad,Satisfactory,Excellent,fair,7,No,Excellent,0,8,Poor,Excellent
911,1911,Laura Hart,20,Female,Single,12-11-2001,Human Resources,Human Resources,Medical,Low,Very_High,1,High,22,Low,9,16,5,Better,Satisfactory,Satisfactory,poor,11,No,good,0,8,Poor,low
912,1912,Jeffrey Rose,34,Female,Divorsed,09-11-1996,Research & Development,Laboratory Technician,Other,High,Medium,1,Very_High,22,Low,10,19,5,Best,Satisfactory,Good,good,8,No,Outstanding,1,14,Poor,good
913,1913,Jessica Williams,53,Female,Married,05-09-2020,Development,Developer,Life Sciences,High,Very_High,2,Low,6,Low,10,1,5,Bad,Excellent,Excellent,fair,5,No,Excellent,0,15,Poor,Excellent
